DateTime,Forecast,Actual
2022-03-15 12:00:00+08:00,268.28265380859375,341.2169738333333
2022-03-15 13:00:00+08:00,208.00424194335938,359.4820569666667
2022-03-15 14:00:00+08:00,204.25669860839844,371.0027305
2022-03-15 15:00:00+08:00,211.63194274902344,367.8961824666667
2022-03-15 16:00:00+08:00,216.6143341064453,277.83455563333337
2022-03-15 17:00:00+08:00,175.7812042236328,209.92455461666663
2022-03-15 18:00:00+08:00,152.82025146484375,168.89773495
2022-03-15 19:00:00+08:00,137.41392517089844,127.3908683
2022-03-15 20:00:00+08:00,132.43218994140625,114.09460415
2022-03-15 21:00:00+08:00,129.73153686523438,112.19578826666668
2022-03-15 22:00:00+08:00,137.86819458007812,93.92239196666668
2022-03-15 23:00:00+08:00,180.89068603515625,92.28938671666668
2022-03-16 00:00:00+08:00,236.2133331298828,91.28634503333332
2022-03-16 01:00:00+08:00,277.5057373046875,91.07055116666666
2022-03-16 02:00:00+08:00,287.7190856933594,99.58383681666666
2022-03-16 03:00:00+08:00,287.8651428222656,91.0976083
2022-03-16 04:00:00+08:00,293.15277099609375,93.11108083333332
2022-03-16 05:00:00+08:00,293.4897766113281,92.54411071666668
2022-03-16 06:00:00+08:00,307.2594299316406,113.22567245
2022-03-16 07:00:00+08:00,270.17742919921875,176.28589076666665
2022-03-16 08:00:00+08:00,256.50811767578125,270.226837
2022-03-16 09:00:00+08:00,239.94317626953125,323.15501416666666
2022-03-16 10:00:00+08:00,209.58351135253906,349.8337920833333
2022-03-16 11:00:00+08:00,197.6737518310547,334.75008668333334
2022-03-16 12:00:00+08:00,187.88211059570312,293.2897986
2022-03-16 13:00:00+08:00,178.20693969726562,257.34705801666667
2022-03-16 14:00:00+08:00,189.77342224121094,218.7259212833333
2022-03-16 15:00:00+08:00,194.1190185546875,176.41243431666666
2022-03-16 16:00:00+08:00,188.39138793945312,153.89065928333332
2022-03-16 17:00:00+08:00,175.12039184570312,144.2042304
2022-03-16 18:00:00+08:00,151.9849395751953,116.72138465
2022-03-16 19:00:00+08:00,137.96481323242188,110.93715278333332
2022-03-16 20:00:00+08:00,128.89129638671875,102.22725156666668
2022-03-16 21:00:00+08:00,127.43108367919922,101.22004765
2022-03-16 22:00:00+08:00,137.1092987060547,91.41683406666668
2022-03-16 23:00:00+08:00,189.13734436035156,92.56240448333334
2022-03-17 00:00:00+08:00,272.5798034667969,95.60055035
2022-03-17 01:00:00+08:00,302.107666015625,94.793644
2022-03-17 02:00:00+08:00,309.5988464355469,97.01438193333333
2022-03-17 03:00:00+08:00,319.32525634765625,92.36724401666666
2022-03-17 04:00:00+08:00,326.696533203125,84.54815361666667
2022-03-17 05:00:00+08:00,327.3476867675781,96.93549618333331
2022-03-17 06:00:00+08:00,323.9172058105469,105.31953336666666
2022-03-17 07:00:00+08:00,315.22210693359375,125.969407
2022-03-17 08:00:00+08:00,264.2213439941406,145.3362307
2022-03-17 09:00:00+08:00,211.7865447998047,155.9834232166667
2022-03-17 10:00:00+08:00,147.58502197265625,153.56850363333334
2022-03-17 11:00:00+08:00,127.39441680908203,88.44086363333334
2022-03-17 12:00:00+08:00,116.71084594726562,264.1205544833333
2022-03-17 13:00:00+08:00,108.55989074707031,261.5946157
2022-03-17 14:00:00+08:00,95.36354064941406,265.18357768333334
2022-03-17 15:00:00+08:00,98.68952941894531,101.6056252
2022-03-17 16:00:00+08:00,103.12271881103516,148.58086313333334
2022-03-17 17:00:00+08:00,115.37946319580078,147.75122271666666
2022-03-17 18:00:00+08:00,117.1255111694336,118.3655412
2022-03-17 19:00:00+08:00,120.75992584228516,105.24117495
2022-03-17 20:00:00+08:00,118.48762512207031,103.53500486666668
2022-03-17 21:00:00+08:00,117.19461059570312,99.30195631666666
2022-03-17 22:00:00+08:00,135.2998046875,90.47540098333332
2022-03-17 23:00:00+08:00,162.9978790283203,90.68861801666668
2022-03-18 00:00:00+08:00,215.1551971435547,89.96104743333333
2022-03-18 01:00:00+08:00,284.808349609375,93.0982264
2022-03-18 02:00:00+08:00,300.37591552734375,101.16823048333332
2022-03-18 03:00:00+08:00,296.64996337890625,91.94721513333332
2022-03-18 04:00:00+08:00,299.4771728515625,91.82691288333334
2022-03-18 05:00:00+08:00,299.974853515625,90.71538733333334
2022-03-18 06:00:00+08:00,305.9384765625,88.18602143333334
2022-03-18 07:00:00+08:00,277.5565490722656,93.92617638333331
2022-03-18 08:00:00+08:00,229.70750427246094,116.69706516666666
2022-03-18 09:00:00+08:00,170.18704223632812,126.6319118
2022-03-18 10:00:00+08:00,138.52919006347656,128.0821089
2022-03-18 11:00:00+08:00,144.94549560546875,136.5295793
2022-03-18 12:00:00+08:00,141.9750213623047,163.11076273333333
2022-03-18 13:00:00+08:00,123.21304321289062,143.06068153333334
2022-03-18 14:00:00+08:00,129.29373168945312,138.03981436666666
2022-03-18 15:00:00+08:00,133.7001190185547,143.64922151666667
2022-03-18 16:00:00+08:00,128.85398864746094,146.01772713333332
2022-03-18 17:00:00+08:00,122.37300109863281,128.77508188333334
2022-03-18 18:00:00+08:00,116.32572174072266,108.72599021666666
2022-03-18 19:00:00+08:00,115.15237426757812,99.0620535
2022-03-18 20:00:00+08:00,111.79261016845703,94.19550133333333
2022-03-18 21:00:00+08:00,110.40797424316406,93.82089668333332
2022-03-18 22:00:00+08:00,123.77882385253906,91.1740879
2022-03-18 23:00:00+08:00,150.6160888671875,93.64777846666668
2022-03-19 00:00:00+08:00,176.61373901367188,86.86160073333333
2022-03-19 01:00:00+08:00,158.4011993408203,85.16779315
2022-03-19 02:00:00+08:00,139.0792999267578,87.9079516
2022-03-19 03:00:00+08:00,131.68421936035156,85.81012163333334
2022-03-19 04:00:00+08:00,132.44808959960938,85.66645545
2022-03-19 05:00:00+08:00,131.24815368652344,86.1473598
2022-03-19 06:00:00+08:00,130.67189025878906,110.96556198333332
2022-03-19 07:00:00+08:00,128.84173583984375,162.35732073333332
2022-03-19 08:00:00+08:00,125.07818603515625,251.9722493
2022-03-19 09:00:00+08:00,114.62358093261719,290.8155461833333
2022-03-19 10:00:00+08:00,110.82140350341797,338.6823064833333
2022-03-19 11:00:00+08:00,132.6867218017578,346.08332556666664
2022-03-19 12:00:00+08:00,148.18496704101562,371.37515536666666
2022-03-19 13:00:00+08:00,163.43116760253906,345.72312085
2022-03-19 14:00:00+08:00,166.22633361816406,351.50317845
2022-03-19 15:00:00+08:00,172.12411499023438,366.7883667166667
2022-03-19 16:00:00+08:00,147.37208557128906,328.37440323333334
2022-03-19 17:00:00+08:00,135.5393829345703,262.16003955
2022-03-19 18:00:00+08:00,116.23545837402344,151.14236955
2022-03-19 19:00:00+08:00,116.13087463378906,122.99072451666666
2022-03-19 20:00:00+08:00,112.82550048828125,103.70706115
2022-03-19 21:00:00+08:00,107.74773406982422,93.91564593333334
2022-03-19 22:00:00+08:00,120.42656707763672,96.35631055
2022-03-19 23:00:00+08:00,144.41134643554688,88.83769458333333
2022-03-20 00:00:00+08:00,178.01983642578125,88.41442313333333
2022-03-20 01:00:00+08:00,147.0551300048828,88.4123631
2022-03-20 02:00:00+08:00,135.90057373046875,88.59156508333334
2022-03-20 03:00:00+08:00,129.08229064941406,84.41389936666667
2022-03-20 04:00:00+08:00,128.01611328125,94.33212381666668
2022-03-20 05:00:00+08:00,125.00193786621094,89.38726483333333
2022-03-20 06:00:00+08:00,122.17134094238281,122.25877845
2022-03-20 07:00:00+08:00,128.58328247070312,167.7079329
2022-03-20 08:00:00+08:00,156.22666931152344,257.62943276666664
2022-03-20 09:00:00+08:00,180.25233459472656,300.67217238333336
2022-03-20 10:00:00+08:00,179.78334045410156,327.91187635
2022-03-20 11:00:00+08:00,126.53668975830078,363.8768073833333
2022-03-20 12:00:00+08:00,127.25738525390625,343.04238426666666
2022-03-20 13:00:00+08:00,117.33277130126953,342.17844061666665
2022-03-20 14:00:00+08:00,159.33860778808594,334.9502162333333
2022-03-20 15:00:00+08:00,167.34890747070312,322.92046115
2022-03-20 16:00:00+08:00,127.08201599121094,281.5383417333333
2022-03-20 17:00:00+08:00,167.9227752685547,211.58380156666664
2022-03-20 18:00:00+08:00,146.96871948242188,156.92488556666666
2022-03-20 19:00:00+08:00,138.3621063232422,131.50546111666665
2022-03-20 20:00:00+08:00,130.0115203857422,117.69286876666666
2022-03-20 21:00:00+08:00,121.54192352294922,115.65307476666666
2022-03-20 22:00:00+08:00,136.9043731689453,97.19147725
2022-03-20 23:00:00+08:00,164.65292358398438,91.14230223333334
2022-03-21 00:00:00+08:00,226.38877868652344,89.8422936
2022-03-21 01:00:00+08:00,276.4466857910156,89.75051038333334
2022-03-21 02:00:00+08:00,287.11016845703125,87.86378851666666
2022-03-21 03:00:00+08:00,305.85589599609375,88.4487269
2022-03-21 04:00:00+08:00,302.02203369140625,94.47177958333332
2022-03-21 05:00:00+08:00,302.873291015625,88.81445998333334
2022-03-21 06:00:00+08:00,304.7335510253906,126.96873448333334
2022-03-21 07:00:00+08:00,270.37152099609375,194.53397106666665
2022-03-21 08:00:00+08:00,236.9171142578125,301.60998015
2022-03-21 09:00:00+08:00,199.40818786621094,343.0067845
2022-03-21 10:00:00+08:00,146.1363525390625,358.2694513833333
2022-03-21 11:00:00+08:00,130.39088439941406,365.6460537
2022-03-21 12:00:00+08:00,123.74072265625,377.1501296166667
2022-03-21 13:00:00+08:00,102.53367614746094,377.7966235333333
2022-03-21 14:00:00+08:00,145.6397247314453,395.96832451666666
2022-03-21 15:00:00+08:00,131.47540283203125,363.60863923333335
2022-03-21 16:00:00+08:00,149.04515075683594,346.43563686666664
2022-03-21 17:00:00+08:00,139.6732635498047,285.0614410833333
2022-03-21 18:00:00+08:00,145.68411254882812,206.84536156666667
2022-03-21 19:00:00+08:00,140.0517120361328,196.6472942833333
2022-03-21 20:00:00+08:00,135.77439880371094,163.11542816666667
2022-03-21 21:00:00+08:00,131.44178771972656,141.89889351666667
2022-03-21 22:00:00+08:00,136.392822265625,122.19908
2022-03-21 23:00:00+08:00,176.37564086914062,107.68391055
2022-03-22 00:00:00+08:00,253.16261291503906,112.25576558333331
2022-03-22 01:00:00+08:00,293.4082946777344,112.7800203
