,voltage_slope,voltage_intercept,current_slope,current_intercept
Low (8W LED),0.9781990171082278,4.715212651960513,0.4883040935672513,0.017578947368421055
Medium (36W LED),0.9530978374243786,10.066201933106385,0.8034506878060157,-1.4688738633694687e-05
High (150W Heater),3.6153272885355943,-537.3594526559864,0.12468929724686262,1.3509477509129755
