,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_reg_alpha,param_reg_lambda,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
53,0.29741582870483396,0.012317752285471622,0.005432844161987305,0.0003777956760892826,0.1,0.1,3,1000,0.5,0.1,0.3,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 0.1, 'subsample': 0.3}",-0.4444630726678532,-0.4344531016934366,-0.3463880396050938,-0.6962055660146818,-0.2683384526526689,-0.4379696465267469,0.14415426004519677,8288
54,0.31580615043640137,0.029841229862115043,0.005554628372192383,0.0007818078929459502,0.1,0.1,3,1000,0.5,0.1,0.5,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 0.1, 'subsample': 0.5}",-0.4462781264213498,-0.4071384871163815,-0.335460949087158,-0.6460020670415423,-0.2698340663971248,-0.4209427392127113,0.1277694076896915,7409
55,0.2626932144165039,0.010155076930351807,0.0052378177642822266,0.0007437524189239069,0.1,0.1,3,1000,0.5,0.1,1.0,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 0.1, 'subsample': 1.0}",-0.4455940514300616,-0.42660510399165064,-0.33763509346991494,-0.7433302007713638,-0.26206967099723777,-0.4430468241320457,0.16389709438056474,8603
56,0.30132393836975097,0.02219070459285323,0.005614519119262695,0.0008055397552127722,0.1,0.1,3,1000,0.5,0.5,0.1,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 0.5, 'subsample': 0.1}",-0.4252850876948756,-0.330415001835647,-0.35279074832834545,-0.6188778110083518,-0.26623590903714,-0.398720911580872,0.12124542788878803,6685
57,0.29919958114624023,0.009917931540102442,0.005509662628173828,0.0007774106445042647,0.1,0.1,3,1000,0.5,0.5,0.3,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 0.5, 'subsample': 0.3}",-0.4456374616123413,-0.4336787866592981,-0.34246163659327533,-0.7015813512632865,-0.27082681347050364,-0.43883720991974096,0.14602950456192643,8347
58,0.3001412868499756,0.01092820414229455,0.005116796493530274,0.0010195358592620073,0.1,0.1,3,1000,0.5,0.5,0.5,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 0.5, 'subsample': 0.5}",-0.44634201660824063,-0.3991710557338161,-0.33465062723708006,-0.6616058630077827,-0.2686154540445468,-0.4220770033262933,0.13392637251045328,7445
59,0.2629520416259766,0.012312916682592637,0.004959011077880859,0.000841934433532477,0.1,0.1,3,1000,0.5,0.5,1.0,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 0.5, 'subsample': 1.0}",-0.44372106482247525,-0.42635320094900725,-0.3380465900120333,-0.7508008897123915,-0.26218605826501395,-0.44422156075218416,0.1665655800586369,8697
60,0.2921901702880859,0.01310114669062887,0.005203914642333984,0.0007491207273956062,0.1,0.1,3,1000,0.5,1.0,0.1,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 1, 'subsample': 0.1}",-0.42477733630908,-0.3496634344586159,-0.34148387159341415,-0.743835772177052,-0.26591233453953333,-0.4251345498155391,0.1671021458831992,7587
61,0.295703125,0.010965205713734315,0.004973602294921875,0.0008429713802257184,0.1,0.1,3,1000,0.5,1.0,0.3,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 1, 'subsample': 0.3}",-0.4463672697597546,-0.43629976501609563,-0.34320864857844247,-0.6995955360667976,-0.2691133488563052,-0.43891691365547914,0.14560839541586018,8351
62,0.3063460350036621,0.01761290471158965,0.0059108734130859375,0.0011873934335130036,0.1,0.1,3,1000,0.5,1.0,0.5,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 1, 'subsample': 0.5}",-0.447728465625265,-0.39913271447752247,-0.3341696009004293,-0.6645914273355669,-0.26766784484111267,-0.42265801063597924,0.1353261952020347,7463
63,0.26392550468444825,0.01039772446202613,0.00480356216430664,0.0009780963664539565,0.1,0.1,3,1000,0.5,1.0,1.0,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 1, 'subsample': 1.0}",-0.4448955912869529,-0.42089270131739276,-0.33855163796121196,-0.7455599166975145,-0.26251983729498307,-0.44248393691161103,0.1646305238832916,8568
64,0.2930160999298096,0.012097282934383852,0.004623126983642578,0.0008095687768745655,0.1,0.1,3,1000,0.5,5.0,0.1,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 5, 'subsample': 0.1}",-0.4259542798232818,-0.3117892295587069,-0.3451570029009611,-0.6936075657892844,-0.262667043877965,-0.4078350243900399,0.1524606995154883,6932
65,0.29680380821228025,0.010537607479828516,0.005032968521118164,0.0006354942354007095,0.1,0.1,3,1000,0.5,5.0,0.3,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 5, 'subsample': 0.3}",-0.44014362682873237,-0.4159352517282353,-0.3482957270297909,-0.6895366064259996,-0.26643733599203884,-0.4320697096009594,0.14217374945757252,7999
66,0.29616217613220214,0.010675588974098035,0.0052906513214111325,0.0007132787976514618,0.1,0.1,3,1000,0.5,5.0,0.5,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 5, 'subsample': 0.5}",-0.44530333374901826,-0.39803589660713873,-0.3363105138464547,-0.6756082437317203,-0.26563797426535896,-0.4241791924399382,0.139429187500019,7543
67,0.26379547119140623,0.009569336811465459,0.005654668807983399,0.0005019870112275544,0.1,0.1,3,1000,0.5,5.0,1.0,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 5, 'subsample': 1.0}",-0.44534797965948875,-0.4180306950160269,-0.3371483073327425,-0.7402610653049703,-0.2616635802631688,-0.4404903255152794,0.16312517020957207,8439
68,0.29326462745666504,0.007864249030504629,0.005902242660522461,0.00012573513226573743,0.1,0.1,3,1000,0.5,10.0,0.1,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 10, 'subsample': 0.1}",-0.42336058495405565,-0.3089883831538868,-0.3514654101074596,-0.6706739528617456,-0.2584874943907032,-0.4025951650935701,0.14452746544424402,6780
69,0.30600628852844236,0.024580152526508824,0.005212020874023437,0.0007278024669722726,0.1,0.1,3,1000,0.5,10.0,0.3,"{'colsample_bytree': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000, 'reg_alpha': 0.5, 'reg_lambda': 10, 'subsample': 0.3}",-0.43693017975400905,-0.3844502975769335,-0.34073128713521944,-0.681348453203111,-0.26262315971951405,-0.42121667547775743,0.14205423155988564,7423
