0.000000	26.000000	53.637665	56.554379	43.956554	25.128847	NaN	51.382870	4.388223	10.064655	14.452902	14.452902	420.523804	422.013367	423.792938	422.110016	243.814392	242.564560	244.737778	-4.591775E-41	243.705582	0.375782	0.022897	0.398693	0.398693	0.044648	0.468197	0.423542	0.468197	12.106707	12.149343	8.919137	33.175186	-4.944914	-6.370197	-6.014972	-17.330084	13.077635	13.718088	10.757829	37.553551	1.074243	1.114356	1.170917	1.116590	1.060234	1.095978	1.144513	1.100242	50.052856	5.067748E+12	1409087.971000	21.670000	1409109.641000	1409066.301000	52545.953000	472406.257000	524952.210000	-419860.304000	1534532.414000	79.165000	1534611.579000	1534453.249000	12:00:06 AM
0.000000	26.000000	58.567245	59.993614	48.523308	26.185379	NaN	55.694721	5.157624	7.718672	12.876288	12.876288	420.545410	422.067322	423.820282	422.144318	243.801025	242.596024	244.779190	-4.591775E-41	243.725403	0.378759	0.018239	0.397012	0.397012	0.031028	0.463382	0.432367	0.463382	13.306724	12.883599	9.825021	36.015343	-5.178219	-6.770373	-6.674120	-18.622713	14.278755	14.554212	11.877496	40.710461	1.068075	1.114785	1.172804	1.115330	1.045186	1.088117	1.132600	1.088634	50.054619	5.067748E+12	1409088.555000	21.670000	1409110.225000	1409066.885000	52545.953000	472406.557000	524952.510000	-419860.604000	1534533.072000	79.165000	1534612.237000	1534453.907000	12:01:06 AM
0.000000	26.000000	58.645702	60.154213	48.263683	26.629442	NaN	55.687866	5.311455	8.020323	13.331779	13.331779	420.984650	422.578552	424.245178	422.602783	244.039078	242.879974	245.051163	-4.591775E-41	243.990067	0.382897	0.005734	0.388638	0.388638	0.020087	0.454974	0.434893	0.454974	13.358376	12.974733	9.746113	36.079224	-5.136403	-6.716830	-6.700215	-18.553450	14.311843	14.610254	11.827071	40.749168	1.066621	1.111943	1.175949	1.114602	1.044678	1.085846	1.136893	1.089139	50.052036	5.067748E+12	1409089.155000	21.670000	1409110.825000	1409067.485000	52545.953000	472406.866000	524952.819000	-419860.913000	1534533.750000	79.165000	1534612.915000	1534454.585000	12:02:07 AM
0.000000	26.000000	62.135117	62.299793	51.369179	28.211672	NaN	58.601360	6.030161	6.311172	12.341320	12.341320	420.711700	422.248627	423.977722	422.312653	243.896591	242.714355	244.857086	-4.591775E-41	243.822678	0.379092	0.015161	0.394274	0.394274	0.030314	0.454561	0.424246	0.454561	14.221684	13.214643	10.500742	37.937069	-5.234872	-7.349794	-6.924103	-19.508770	15.154543	15.121054	12.578108	42.853703	1.061556	1.126076	1.165157	1.114731	1.034410	1.094512	1.117455	1.082126	50.027756	5.067748E+12	1409089.785000	21.670000	1409111.455000	1409068.115000	52545.953000	472407.185000	524953.138000	-419861.232000	1534534.459000	79.165000	1534613.624000	1534455.294000	12:03:07 AM
0.000000	26.000000	57.654617	61.526596	50.699562	25.753515	NaN	56.626923	1.814852	8.652552	10.467389	10.467389	421.111786	422.626221	424.284210	422.674072	244.086578	242.945862	245.061432	-4.591775E-41	244.031296	0.369620	0.011321	0.380941	0.380941	0.022654	0.444793	0.422133	0.444793	13.068112	13.028522	10.420135	36.516769	-5.221672	-7.327300	-6.766767	-19.315741	14.072719	14.947632	12.424507	41.444859	1.071387	1.128389	1.161324	1.118907	1.043586	1.098139	1.117160	1.086295	50.031906	5.067748E+12	1409090.404000	21.670000	1409112.074000	1409068.734000	52545.953000	472407.509000	524953.462000	-419861.556000	1534535.161000	79.165000	1534614.326000	1534455.996000	12:04:06 AM
0.000000	26.000000	57.677586	61.371822	50.806381	25.772381	NaN	56.618595	1.870393	8.395169	10.265556	10.265556	420.871674	422.404602	424.168396	422.481537	244.012405	242.782608	244.965363	-4.591775E-41	243.920120	0.381049	0.018210	0.399274	0.399274	0.037834	0.466346	0.428518	0.466346	13.060456	12.974037	10.417501	36.451992	-5.244357	-7.326983	-6.809824	-19.381165	14.074047	14.900011	12.445804	41.419865	1.072018	1.129260	1.162971	1.119939	1.043657	1.099133	1.118374	1.087055	50.033985	5.067748E+12	1409091.013000	21.670000	1409112.683000	1409069.343000	52545.953000	472407.830000	524953.783000	-419861.877000	1534535.852000	79.165000	1534615.017000	1534456.687000	12:05:06 AM
0.000000	26.000000	60.804199	63.519985	54.085476	25.786680	NaN	59.469891	2.243671	6.810328	9.054018	9.054018	420.634186	422.174164	423.876129	422.228149	243.848312	242.664734	244.808685	-4.591775E-41	243.773926	0.377512	0.012786	0.390306	0.390306	0.030515	0.455008	0.424475	0.455008	13.742687	13.454408	11.084996	38.282089	-5.565833	-7.521449	-7.241285	-20.328566	14.827001	15.414061	13.240595	43.481655	1.073131	1.127134	1.162802	1.119581	1.037155	1.092848	1.108930	1.079644	50.030766	5.067748E+12	1409091.598000	21.670000	1409113.268000	1409069.928000	52545.953000	472408.176000	524954.129000	-419862.223000	1534536.538000	79.165000	1534615.703000	1534457.373000	12:06:06 AM
0.000000	26.000000	60.989285	62.365753	52.464813	27.538639	NaN	58.606617	4.065526	6.414184	10.479711	10.479711	420.876190	422.439453	424.204773	422.506836	244.014618	242.812363	244.977249	-4.591775E-41	243.934738	0.385945	0.015948	0.401872	0.401872	0.032746	0.460113	0.427373	0.460113	13.835231	13.035972	10.613997	37.485199	-5.483482	-7.705791	-7.248076	-20.437349	14.882277	15.143176	12.852686	42.878139	1.070355	1.139152	1.174181	1.125774	1.045254	1.110413	1.130298	1.095321	50.026421	5.067748E+12	1409092.345000	21.670000	1409114.015000	1409070.675000	52545.953000	472408.606000	524954.559000	-419862.653000	1534537.403000	79.165000	1534616.568000	1534458.238000	12:07:06 AM
0.000000	26.000000	54.190193	58.385479	45.097248	27.872171	NaN	52.557636	3.106222	11.088479	14.194679	14.194679	421.035187	422.526642	424.181274	422.581055	244.042526	242.896942	244.993057	-4.591775E-41	243.977493	0.365816	0.012876	0.378678	0.378678	0.026655	0.442890	0.416253	0.442890	12.157970	12.100674	8.705125	32.963768	-5.203533	-7.395472	-6.803707	-19.402712	13.224712	14.181654	11.048512	38.454880	1.080663	1.146738	1.212100	1.142794	1.068517	1.130313	1.186851	1.128560	50.027103	5.067748E+12	1409092.927000	21.670000	1409114.597000	1409071.257000	52545.953000	472408.936000	524954.889000	-419862.983000	1534538.075000	79.165000	1534617.240000	1534458.910000	12:08:06 AM
0.000000	26.000000	59.502377	64.713356	50.115540	26.306946	NaN	58.110424	2.395358	11.362732	13.758090	13.758090	420.972229	422.466003	424.221710	422.553314	244.060486	242.819702	245.004272	-4.591775E-41	243.961487	0.374174	0.020663	0.394837	0.394837	0.040580	0.468018	0.427439	0.468018	14.127945	14.873170	11.378358	40.379471	-3.360781	-5.070353	-4.614659	-13.045793	14.522179	15.713677	12.278522	42.514374	1.027147	1.053489	1.073312	1.050216	1.012434	1.036734	1.043612	1.030926	50.019562	5.067748E+12	1409093.524000	21.670000	1409115.194000	1409071.854000	52545.953000	472409.209000	524955.162000	-419863.256000	1534538.739000	79.165000	1534617.904000	1534459.574000	12:09:06 AM
